,Bandwidth_GB_Year,Tenure,MonthlyCharge,Churn,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None
65,1570.641337,7.916533093,184.963371,False,False,True,True,False,True,True,False,False
66,1007.425553,4.471254161,265.146969,True,False,False,True,True,False,False,True,False
67,1323.028419,10.79028074,207.609354,True,False,False,True,True,False,False,True,False
68,1808.730555,12.24190682,152.462354,False,True,False,True,False,False,True,False,False
69,1120.241472,2.203859443,200.132293,True,False,False,True,True,False,True,False,False
70,2676.789803,23.92132231,212.655686,True,True,True,True,True,False,False,False,True
71,1268.086909,3.7311787,255.119794,True,False,True,True,True,False,True,False,False
72,822.6771666,7.980015371,134.950905,False,False,True,False,False,True,False,True,False
73,1577.915603,9.190009376,255.137219,True,False,True,True,True,False,False,True,False
74,648.7471776,2.378630018,214.966286,True,False,True,False,True,False,False,True,False
75,1648.102673,5.43464555,270.160419,True,True,True,True,True,False,True,False,False
76,768.0874545,1.092361222,200.165175,True,False,False,True,True,True,False,False,True
77,2426.030626,20.13981517,149.937833,False,False,True,False,True,True,True,False,False
78,2660.503932,24.64873861,240.114868,True,False,False,True,True,False,False,True,False
79,1129.549713,9.677739656,127.495766,False,True,False,False,False,False,False,True,False
80,1771.286466,9.82814183,187.609354,True,False,False,True,True,False,True,False,False
81,943.3391244,7.832238337,169.992756,False,False,False,False,False,False,False,True,False
82,1907.226083,19.45250317,192.456745,False,False,False,False,True,True,False,True,False
83,1885.939118,14.34766616,120.004928,False,True,False,False,False,False,True,False,False
84,631.7435653,2.257358355,195.006206,False,True,True,False,False,False,False,True,False
85,562.6095219,2.358129018,139.95684,False,True,False,True,False,False,False,True,False
86,593.8572264,4.650578623,114.983787,False,False,True,False,False,False,False,False,True
87,777.3060718,3.721772616,207.638588,True,False,False,True,True,False,False,False,True
88,1393.202392,3.76663012,187.609354,True,False,False,True,True,False,True,False,False
89,393.6524652,4.151256695,134.950905,False,False,True,False,False,False,False,True,False
90,409.7486664,2.188918771,192.470522,True,False,False,False,True,False,False,True,False
91,2138.107161,13.85488928,222.628057,True,False,True,True,True,False,True,False,False
92,443.984031,3.273341151,162.468917,False,True,False,False,True,True,False,True,False
93,2481.385603,19.75096265,159.979358,True,False,True,False,False,True,True,False,False
94,2233.567181,18.38404445,184.979684,False,False,False,False,True,True,True,False,False
95,1158.91369,4.672610857,245.145743,True,True,True,True,True,False,False,True,False
96,529.40733,6.796299371,124.97808,False,False,False,False,False,False,False,True,False
97,1956.7337,12.97632235,187.484705,True,True,True,True,False,False,False,True,False
98,2056.386979,20.31163945,162.500692,False,True,True,False,False,False,False,True,False
99,1067.373076,6.998814446,182.467607,False,False,False,True,False,False,False,True,False
100,1806.135733,14.46288204,222.660939,True,False,True,True,True,False,False,False,True
101,1397.701335,11.13472066,182.467607,False,False,False,True,False,False,False,True,False
102,808.4305471,2.542296644,220.161527,True,False,False,True,True,False,False,False,True
103,1886.531937,17.22596021,169.937833,False,False,True,False,True,True,False,True,False
104,2294.781131,22.79214163,204.963371,True,False,True,True,False,False,False,True,False
105,826.3438621,3.823689744,204.963371,True,False,True,True,False,False,False,True,False
106,2072.564168,10.77094687,245.128318,True,True,True,True,True,False,True,False,False
107,1436.793746,13.08671185,172.473314,True,False,True,True,False,False,False,False,True
108,1963.332683,14.76468813,172.456745,True,False,False,False,True,False,True,False,False
109,1324.164906,9.473091121,194.976769,True,False,False,True,False,False,False,True,False
110,704.9375603,5.197446331,137.439154,False,False,False,True,False,False,False,True,False
111,888.6517305,6.577552683,192.470522,True,False,False,False,True,True,False,True,False
112,377.0810282,3.174571918,159.951231,True,False,False,False,True,False,False,True,False
113,1606.489936,17.88002366,112.455141,False,False,False,False,False,False,False,True,False
114,1431.409396,13.12190056,174.961766,True,True,True,True,False,False,False,True,False
115,2253.85247,23.34617699,162.452604,False,True,True,True,False,False,False,True,False
116,1353.29384,6.311709178,137.483594,False,False,False,False,False,False,True,False,False
117,1701.457566,12.58298231,275.133571,False,False,True,True,True,True,False,True,False
118,1290.737183,7.120096363,127.442069,True,False,False,False,True,False,True,False,False
119,1403.270091,9.344886869,210.138,True,False,True,True,True,True,False,False,True
120,2603.903672,22.37815032,147.456419,False,False,True,False,False,True,True,False,False
121,1256.287854,4.799514433,242.657291,True,False,True,True,True,False,False,False,True
122,980.9935923,10.04672315,114.983787,False,False,True,False,False,False,False,False,True
123,1347.869205,8.156552837,187.656013,False,False,False,True,True,False,False,False,True
124,1127.267848,7.992791229,149.991327,False,False,False,True,False,True,False,False,True
125,1269.836202,7.231032028,124.960655,False,False,False,False,False,True,True,False,False
126,1038.745378,4.627672042,220.161527,True,False,False,True,True,False,False,False,True
127,1531.155367,10.05306287,172.48852,False,False,True,False,False,True,True,False,False
128,991.2441024,4.171044392,120.004928,False,True,False,False,False,True,True,False,False
129,1244.296865,4.568682641,220.161527,True,False,False,True,True,False,False,False,True
130,1162.332926,6.085030507,139.965008,True,False,False,False,True,False,True,False,False
131,577.1157824,2.730250735,159.951231,False,False,False,False,True,False,False,True,False
132,1442.974877,8.574901206,184.949594,True,False,True,True,False,False,True,False,False
133,1577.208717,9.743201772,252.637807,True,False,False,True,True,False,False,True,False
134,886.9398744,9.482919033,112.455141,False,False,False,False,False,False,False,True,False
135,1065.06443,8.447988841,179.979358,False,False,True,False,False,True,False,True,False
136,951.886985,6.365998533,202.443347,False,False,True,False,True,False,False,True,False
137,1404.435534,7.251397592,197.472533,False,False,True,True,False,False,True,False,False
138,1925.911722,14.64011644,255.155493,True,True,False,True,True,False,False,True,False
139,1805.011298,11.71637124,174.976769,True,False,False,True,False,False,True,False,False
140,700.7343179,4.13273503,169.992756,False,False,False,False,False,True,False,True,False
141,513.237305,2.887429547,192.440432,True,False,True,True,False,False,False,True,False
142,717.3876564,3.303030246,182.460772,False,False,True,False,True,False,False,True,False
143,1313.492851,5.15825129,139.965008,False,False,False,False,True,False,True,False,False
144,819.4195269,3.237560234,137.461553,True,False,True,False,True,False,False,False,True
145,882.1160656,2.733109234,217.472533,True,False,True,True,False,False,False,True,False
146,724.7803356,3.180102025,210.138,True,False,True,True,True,True,False,False,True
147,1829.270014,15.85983755,104.964303,False,False,False,False,False,True,True,False,False
148,1668.199119,11.73724209,262.610632,True,False,True,True,True,False,False,True,False
149,1124.353152,7.006240694,152.488401,True,True,True,False,True,False,False,False,True
150,1316.239744,5.562130367,174.974431,True,True,False,False,True,False,True,False,False
151,1637.201426,14.53027663,220.118516,False,False,False,True,True,False,False,True,False
152,951.8524406,5.905906389,162.452604,False,True,True,True,False,False,False,True,False
153,1248.097652,3.260462654,184.961033,True,True,True,False,True,False,True,False,False
154,2220.255405,18.91276578,217.483972,False,True,True,False,True,False,False,True,False
155,1669.202417,14.25617986,220.118516,False,False,False,True,True,True,False,True,False
156,990.0555076,7.983887266,187.642236,True,False,False,True,True,False,False,False,True
157,967.9819136,5.969967132,174.961766,False,True,True,True,False,True,False,True,False
158,2190.259876,19.95277818,252.637807,True,False,False,True,True,True,False,True,False
159,1445.752781,14.85781115,130.024412,False,True,True,False,False,False,False,False,True
160,528.6553088,2.600063739,162.482694,True,True,False,False,True,False,False,True,False
161,1296.481055,11.92299244,182.467607,True,False,False,True,False,False,False,True,False
162,1195.393037,5.972864167,139.934918,False,False,True,True,False,True,True,False,False
163,1700.121992,10.87555535,200.165175,True,False,False,True,True,True,False,False,True
164,2120.673828,16.00330155,202.682861,True,True,False,True,True,True,False,False,True
165,1238.421347,12.63074989,159.951231,False,False,False,False,True,True,False,True,False
166,847.110799,8.4944392,149.948316,False,False,False,True,False,False,False,True,False
167,1112.937102,8.044444101,149.959755,True,True,False,False,True,False,False,True,False
168,1623.045026,12.07358377,137.469817,False,False,False,False,False,True,True,False,False
169,1479.730181,10.21634248,187.656013,True,False,False,True,True,False,False,False,True
170,2144.735024,15.50354683,164.985293,True,True,False,True,False,False,True,False,False
171,1522.289512,13.88004531,159.965008,True,False,False,False,True,False,False,True,False
172,1974.780054,19.48900163,172.462354,False,True,False,True,False,False,False,True,False
173,1261.177198,10.01771765,204.949594,True,False,True,True,False,True,False,True,False
174,939.7181324,7.34059599,147.473844,False,False,True,False,False,False,False,True,False
175,1357.062854,12.64742067,162.471255,True,False,False,True,False,False,False,True,False
176,1456.887443,8.850426839,119.95684,False,True,False,True,False,True,True,False,False
177,937.5863866,3.701557118,207.609354,True,False,False,True,True,False,False,True,False
178,830.1193011,2.976033785,194.999168,False,False,True,False,True,False,False,False,True
179,737.8564608,5.522376826,174.975543,False,True,True,True,False,True,False,True,False
180,1781.854862,15.64596698,240.114868,True,False,False,True,True,False,False,True,False
181,2464.577489,23.00764441,240.114868,True,False,False,True,True,False,False,True,False
182,2392.203409,17.24924155,139.983006,False,False,True,False,False,False,True,False,False
183,1664.19271,13.01107597,240.114868,True,False,False,True,True,False,False,True,False
184,1433.616898,5.104082209,209.993134,True,True,True,False,True,True,True,False,False
185,823.4933243,3.521499924,147.456419,False,False,True,False,False,True,True,False,False
186,1468.357421,8.08137067,107.495766,False,True,False,False,False,False,True,False,False
187,590.7765801,1.875430489,152.502178,True,True,True,False,True,False,False,False,True
188,418.6206885,5.587484456,79.978861,False,False,False,False,False,False,False,False,True
189,1181.991846,7.007695148,142.482694,False,True,False,False,True,True,True,False,False
190,733.4036934,1.408375942,117.439154,False,False,False,True,False,False,True,False,False
191,1719.173387,11.64983735,220.132293,True,False,False,True,True,False,False,True,False
192,1205.956363,2.964559883,152.455519,True,True,True,False,True,True,True,False,False
193,1261.032763,10.25635754,174.961766,False,True,True,True,False,False,False,True,False
194,741.7766988,3.892407013,202.443347,True,False,True,False,True,False,False,True,False
195,932.6084359,3.226996711,210.12704,True,True,False,True,True,True,False,True,False
196,1708.614019,15.87685513,139.979239,False,True,True,False,True,False,False,False,True
197,1363.58603,5.874064017,139.965008,False,False,False,False,True,True,True,False,False
198,472.1057019,3.756359276,137.439154,False,False,False,True,False,False,False,True,False
199,558.2340556,2.905283283,102.474625,False,False,True,False,False,False,False,False,True
200,815.194738,1.474810061,252.637807,True,False,False,True,True,False,False,True,False
201,2007.303617,18.56165869,194.999168,True,False,True,False,True,False,False,False,True
202,2088.48083,12.39088509,242.610632,True,False,True,True,True,False,True,False,False
203,1430.761492,14.17192333,127.458638,False,False,True,True,False,False,False,False,True
204,822.3008694,3.86023041,129.976324,False,True,True,True,False,True,False,False,True
205,2059.200998,17.72593456,240.114868,True,False,False,True,True,False,False,True,False
206,617.542543,3.043063167,174.975543,False,True,True,True,False,False,False,True,False
207,758.4775985,5.827112819,169.944668,False,False,False,True,False,False,False,True,False
208,894.6733856,4.648958177,162.511928,True,True,False,False,True,False,False,False,True
209,1639.898269,11.96274778,119.95684,False,True,False,True,False,False,True,False,False
210,710.7541633,4.525864256,137.439154,False,False,False,True,False,False,False,True,False
211,1092.226042,8.038308899,207.46728,False,True,True,True,False,True,False,True,False
212,757.0097075,1.416592892,149.974105,False,True,True,False,False,False,True,False,False
213,2301.850721,19.83504645,225.178625,False,True,True,True,True,False,False,False,True
214,2401.406545,15.85002222,232.637807,True,False,False,True,True,False,True,False,False
215,1535.788894,15.94935291,117.472036,False,False,False,True,False,False,False,False,True
216,1536.589816,11.94550648,137.469817,False,False,False,False,False,False,True,False,False
217,2153.778421,16.03360405,220.132293,False,False,False,True,True,False,False,True,False
218,2409.195918,21.29342532,124.960655,False,False,False,False,False,True,True,False,False
219,1342.862457,4.95598008,199.990219,False,True,True,True,False,False,True,False,False
220,1046.054674,2.73951266,159.947583,True,False,False,False,True,False,True,False,False
221,1204.479468,4.973046104,245.145743,True,True,True,True,True,False,False,True,False
222,1616.908193,10.28430068,255.155493,True,True,False,True,True,False,False,True,False
223,345.0099528,2.581692044,134.950905,False,False,True,False,False,True,False,True,False
224,1427.088655,6.945736396,159.947583,True,False,False,False,True,False,True,False,False
225,1452.334634,9.999416271,139.987503,False,True,False,False,False,False,True,False,False
226,795.4957358,6.035737465,179.947583,True,False,False,False,True,False,False,True,False
227,1333.894229,9.004964377,127.473844,False,False,True,False,False,False,True,False,False
228,1402.20491,5.071456681,232.637807,True,False,False,True,True,False,True,False,False
229,1447.196935,12.02106494,195.006206,True,True,True,False,False,False,False,True,False
230,1662.510936,5.049303717,267.642733,True,False,True,True,True,False,True,False,False
231,1707.641161,18.17247008,149.959755,False,True,False,False,True,True,False,True,False
232,2181.752793,15.31997698,220.114868,True,False,False,True,True,True,True,False,False
233,1575.683555,16.0708543,157.483594,False,False,False,False,False,False,False,True,False
234,1029.489242,7.873371451,127.474951,False,False,False,False,True,True,False,False,True
235,2370.184448,23.62866494,139.981577,False,False,True,True,False,True,False,False,True
236,3309.919373,25.8634566,255.133571,True,False,True,True,True,False,True,False,False
237,1623.273925,9.405224809,194.966286,True,False,True,False,True,False,True,False,False
238,1146.199921,12.84490034,179.965581,False,False,True,False,False,False,False,True,False
239,2229.268031,16.59325254,174.976769,True,False,False,True,False,False,True,False,False
240,2512.36494,20.35456039,187.609354,False,False,False,True,True,False,True,False,False
241,1297.388488,12.00925702,169.937833,False,False,True,False,True,False,False,True,False
242,283.39178,2.861423443,115.002061,False,True,False,False,False,False,False,False,True
243,1947.7853,14.20349453,152.462354,True,True,False,True,False,False,True,False,False
244,849.1972541,4.98152586,207.609354,True,False,False,True,True,False,False,True,False
245,2131.359827,23.12150846,147.503078,False,False,True,False,False,False,False,False,True
246,1464.035068,6.307178205,200.118516,False,False,False,True,True,True,True,False,False
247,1381.538548,12.73622643,137.497825,False,True,True,False,False,False,False,False,True
248,1248.626874,12.00466914,134.980139,False,False,True,False,False,True,False,False,True
249,558.3751762,2.243757398,147.442069,False,False,False,False,True,False,False,True,False
250,676.2178659,1.583394702,197.494455,False,True,False,True,False,False,False,True,False
251,1641.938696,14.23487852,162.529926,False,True,True,False,False,False,False,False,True
252,1811.964373,15.28108311,210.151777,True,False,True,True,True,False,False,False,True
253,1066.632555,4.135827839,159.965581,True,False,True,False,False,False,True,False,False
254,1514.131966,9.740709475,190.173699,True,True,False,True,True,False,False,False,True
255,1189.549671,1.213704886,202.649979,True,True,False,True,True,True,True,False,False
256,1114.020282,11.86252419,134.950905,False,False,True,False,False,False,False,True,False
257,1078.291303,2.416685985,142.500692,False,True,True,False,False,False,True,False,False
258,854.2977548,6.73327535,114.997564,False,False,True,False,False,False,False,False,True
259,1489.077486,6.549035393,232.62403,True,False,False,True,True,True,True,False,False
260,1649.312808,10.57197066,242.628057,True,False,True,True,True,False,False,True,False
261,905.1959227,3.379756569,202.443347,True,False,True,False,True,False,False,True,False
262,684.6318529,8.959047529,124.993537,False,False,False,False,False,True,False,False,True
263,1662.533055,10.23679934,174.976769,False,False,False,True,False,True,True,False,False
264,2436.57146,14.96503088,225.145743,True,True,True,True,True,False,True,False,False
265,2677.74041,23.79323993,275.133571,True,False,True,True,True,False,False,True,False
266,1779.309609,11.45675389,287.642733,True,False,True,True,True,False,False,True,False
267,1494.716409,11.04076215,177.65076,True,True,False,True,True,False,False,False,True
268,1740.72604,7.425503428,220.114868,True,False,False,True,True,False,True,False,False
269,704.7552669,2.411712843,197.516854,True,True,True,False,True,False,False,False,True
270,558.4710883,2.009542213,194.974431,False,True,False,False,True,False,False,True,False
271,1282.279049,9.068119482,175.133074,True,False,False,True,True,False,False,False,True
272,287.8189836,1.926789854,147.478341,True,True,False,False,False,False,False,True,False
273,1129.529441,11.77389421,134.980139,False,False,True,False,False,True,False,False,True
274,394.0148722,2.585228303,157.483594,False,False,False,False,False,False,False,True,False
275,1302.230824,9.517703088,255.141716,False,True,False,True,True,False,False,True,False
276,970.4682919,9.532523799,137.439154,False,False,False,True,False,True,False,True,False
277,2522.88913,23.103996,235.159141,False,True,False,True,True,False,False,True,False
278,682.9871863,5.104873611,147.460067,True,False,True,False,False,False,False,True,False
279,1537.109931,6.877942744,232.637807,True,False,False,True,True,False,True,False,False
280,1961.923965,21.17839683,137.439154,True,False,False,True,False,False,False,True,False
281,676.1747964,1.586331702,129.948316,False,False,False,True,False,False,True,False,False
282,929.2607767,3.778174405,242.632554,True,True,False,True,True,False,False,True,False
283,1849.484087,11.58276897,187.609354,True,False,False,True,True,False,True,False,False
284,1998.680227,11.62258922,232.652038,True,True,True,True,True,False,False,False,True
285,1898.877878,20.78013031,159.980465,False,False,False,False,True,False,False,False,True
286,992.3501481,3.940297464,159.947583,True,False,False,False,True,False,True,False,False
287,994.6354785,11.38099891,137.487242,False,False,False,False,False,False,False,True,False
288,954.0290712,1.473304337,245.131966,True,True,True,True,True,True,False,True,False
289,1775.838153,12.75609778,117.439154,False,False,False,True,False,False,True,False,False
290,1297.050577,6.253919786,209.993134,True,True,True,False,True,True,True,False,False
291,1746.405243,18.9537053,169.974105,False,True,True,False,False,False,False,True,False
292,1698.465833,9.640061615,197.470195,False,True,True,False,True,True,True,False,False
293,665.4740915,5.201330266,137.516476,True,False,False,False,False,False,False,False,True
294,1886.153328,12.42120946,207.475448,True,False,True,False,True,False,True,False,False
295,958.6989908,8.134438503,160.00128,False,True,False,False,False,False,False,True,False
296,1446.203986,14.86764776,147.478341,False,True,False,False,False,True,False,True,False
297,774.6125757,5.548652108,127.488728,False,False,False,False,True,True,False,False,True
298,1939.811149,18.35541838,139.981577,False,False,True,True,False,False,False,False,True
299,1165.564309,7.62779591,220.132293,True,False,False,True,True,False,False,True,False
300,750.8768234,4.439685675,214.952509,False,False,True,False,True,False,False,True,False
301,1292.3206,11.16903388,139.99789,False,False,False,False,True,False,False,False,True
302,2335.130986,14.14101821,270.160419,True,True,True,True,True,False,True,False,False
303,769.8534863,3.212400569,202.443347,True,False,True,False,True,True,False,True,False
304,1729.837284,16.84928353,172.47417,False,False,False,False,True,False,False,True,False
305,649.3891796,3.834727471,137.468388,True,False,False,True,False,False,False,False,True
306,823.0046464,6.198230305,104.962874,False,False,False,True,False,True,False,False,True
307,1107.882056,4.216732972,174.969934,False,False,True,False,True,True,True,False,False
308,683.8622599,4.355064781,139.99789,False,False,False,False,True,False,False,False,True
309,1301.49424,4.030250374,144.988941,False,True,False,True,False,True,True,False,False
310,1079.012505,9.915959247,114.997564,False,False,True,False,False,False,False,False,True
311,1283.463995,9.821728297,172.484753,True,True,True,False,True,False,False,False,True
312,987.653655,9.183905417,124.97808,False,False,False,False,False,False,False,True,False
313,1088.263081,8.892893007,174.991856,False,True,False,False,True,False,False,True,False
314,583.0259559,7.661226872,92.488023,False,False,False,False,False,False,False,False,True
315,1778.733282,12.4767812,139.965008,False,False,False,False,True,False,True,False,False
316,900.4043765,2.462148717,192.470522,True,False,False,False,True,False,False,True,False
317,1693.576099,14.09942339,220.118516,True,False,False,True,True,False,False,True,False
318,1143.826239,7.272649386,232.622804,True,True,True,True,True,False,False,True,False
319,886.340074,3.999030359,210.156274,False,True,False,True,True,False,False,False,True
320,373.2772664,3.115945151,114.972827,False,True,False,False,False,False,False,True,False
321,1245.328696,13.67931764,149.977753,False,True,True,False,False,False,False,True,False
322,1564.936841,14.6728104,184.985293,True,True,False,True,False,False,False,True,False
323,1354.401018,5.953547112,132.479779,False,True,False,True,False,False,True,False,False
324,1971.429689,11.74635394,190.12704,True,True,False,True,True,False,True,False,False
325,623.7865683,5.954024226,92.488023,False,False,False,False,False,True,False,False,True
326,3040.553763,22.8577804,220.114868,True,False,False,True,True,False,True,False,False
327,864.7036995,1.407866545,107.495766,True,True,False,False,False,False,True,False,False
328,2042.113893,21.08265979,169.967067,False,False,True,False,True,True,False,False,True
329,1973.661316,11.10356439,222.679213,True,True,False,True,True,False,False,False,True
330,1755.645123,9.734064703,200.132293,True,False,False,True,True,False,True,False,False
331,1758.735654,12.21754865,262.610632,True,False,True,True,True,False,False,True,False
332,557.0118807,2.423722078,152.495236,True,True,False,True,False,False,False,False,True
333,2205.334092,13.66061487,202.636202,False,True,False,True,True,False,True,False,False
334,1451.201108,8.701581043,127.478341,False,True,False,False,False,False,True,False,False
335,609.0598401,4.844060027,159.983006,False,False,True,False,False,False,False,True,False
336,1221.100604,6.485034974,124.960655,True,False,False,False,False,False,True,False,False
337,745.0493094,1.14113241,252.62403,True,False,False,True,True,False,False,True,False
338,1220.452161,7.69213424,104.97808,False,False,False,False,False,True,True,False,False
339,1771.472597,13.73012915,204.961033,True,True,True,False,True,False,False,True,False
340,1201.484293,5.690013293,245.145743,True,True,True,True,True,False,False,True,False
341,764.3017535,6.68894661,95.019486,False,True,False,False,False,True,False,False,True
342,1022.415622,9.475983046,169.937833,False,False,True,False,True,False,False,True,False
343,1284.442486,4.893221514,207.475448,True,False,True,False,True,False,True,False,False
344,289.9240291,2.656915117,114.983787,False,False,True,False,False,False,False,False,True
345,1718.600163,8.381515693,232.637807,True,False,False,True,True,False,True,False,False
346,2494.633068,14.53315436,225.131966,False,True,True,True,True,True,True,False,False
347,2270.749222,13.62832619,212.641455,True,False,False,True,True,True,True,False,False
348,567.6177123,1.281566108,152.495236,True,True,False,True,False,False,False,False,True
349,380.0501404,3.365552603,134.950905,True,False,True,False,False,False,False,True,False
350,1436.408211,5.397827503,200.132293,True,False,False,True,True,False,True,False,False
351,1852.503069,9.001231999,197.470195,False,True,True,False,True,True,True,False,False
352,1312.008382,10.9750814,192.456745,False,False,False,False,True,True,False,True,False
353,863.0820861,7.825845378,162.471255,True,False,False,True,False,False,False,True,False
354,1854.793303,14.12966281,222.660939,True,False,True,True,True,False,False,False,True
355,1778.431765,14.66914461,114.950905,False,False,True,False,False,True,True,False,False
356,764.2419259,5.388165017,182.446995,True,False,True,False,True,False,False,True,False
357,307.018806,2.810825808,95.005709,False,True,False,False,False,True,False,False,True
358,1179.782483,2.485229169,172.456745,True,False,False,False,True,False,True,False,False
359,1040.034575,2.051069457,177.65076,False,True,False,True,True,True,False,False,True
360,1080.159892,6.10108047,207.638588,False,False,False,True,True,False,False,False,True
361,775.5613336,4.950398978,220.118516,True,False,False,True,True,True,False,True,False
362,1061.587971,10.16660427,137.468388,False,False,False,True,False,True,False,False,True
363,1334.403775,12.29558653,159.965008,True,False,False,False,True,False,False,True,False
364,2346.143947,24.8868126,182.465269,False,True,False,False,True,True,False,True,False
365,1491.768656,9.660361769,129.977753,False,True,True,False,False,False,True,False,False
366,927.1279646,7.663625954,112.484375,True,False,False,False,False,False,False,False,True
367,686.9354616,5.25445262,127.488728,False,False,False,False,True,False,False,False,True
368,1460.513443,13.59137366,162.471255,False,False,False,True,False,True,False,True,False
369,1942.250203,12.3492819,154.961766,True,True,True,True,False,False,True,False,False
370,1923.549943,18.37317391,194.976769,False,False,False,True,False,True,False,True,False
371,1239.802036,8.498042024,192.48852,False,False,True,False,False,False,False,True,False
372,2499.186161,22.33583015,162.452604,False,True,True,True,False,True,False,True,False
