,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Churn
40,False,True,True,False,True,True,False,True,False,False,False,True,False,True,False,False,71.13694,197.4945,6195.809016,False
41,False,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,63.35816,187.4974,6069.26126,False
42,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,5.219974,149.9778,570.5832494,False
43,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,57.20149,117.4835,4899.037694,False
44,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,True,67.3665,124.9643,5725.195787,False
45,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,62.83437,140.0049,5239.916322,False
46,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,64.32344,167.4564,5640.198172,False
47,False,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,6.818283,217.484,1280.44084,True
48,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,59.29365,104.9781,5521.423515,False
49,False,True,True,True,True,True,True,False,True,False,True,False,True,False,False,True,17.18815,255.1336,2692.714225,True
50,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,11.90088632,154.961766,1831.930109,False
51,False,True,True,True,False,True,True,False,True,False,True,False,False,False,True,False,40.35081,230.1344,4038.962601,False
52,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,3.976305626,149.959755,743.4780761,False
53,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True,False,7.989206,197.5169,1322.416264,True
54,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,8.437873,82.49655,923.1400229,False
55,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,65.86516,242.6143,5948.573891,False
56,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,6.592291,137.4392,646.3090606,False
57,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,True,50.79108,147.4713,4610.018066,False
58,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,3.312991809,229.993134,897.5919144,True
59,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,7.25493599,270.160419,1808.366194,True
60,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,4.848049,149.9778,458.1425479,False
61,False,True,True,True,True,True,True,True,False,True,False,False,True,False,False,False,55.74644,255.1336,5673.346337,True
62,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,1.671807,120.0035,514.2333467,False
63,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,3.081551,169.9378,843.4262718,False
64,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,11.70414173,144.960655,1157.286118,False
65,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,42.25122,207.4974,3878.814514,False
66,False,True,False,False,False,True,True,True,False,True,False,False,False,True,False,False,61.28236,220.1185,5471.244549,False
67,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,55.78075,79.97886,4638.586726,False
68,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False,4.066843,154.9755,1192.457478,True
69,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,7.455148937,184.993915,1116.825249,True
70,False,True,True,False,True,True,True,True,False,True,False,False,False,True,False,True,6.70301496,267.664655,1319.229599,True
71,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,14.46037646,139.95684,1435.057667,False
72,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,46.92377,149.9378,4583.54052,False
73,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,True,2.563452,117.4858,680.4044234,False
74,False,True,False,True,False,True,True,True,False,False,True,False,False,True,False,False,5.447689,230.1051,885.0263451,False
75,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,2.680333,124.9781,352.0824182,False
76,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,17.92442,192.4404,1903.138739,False
77,False,True,False,True,True,True,True,False,True,False,True,False,True,False,False,False,19.52917,222.6281,2768.129883,True
78,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,15.6930298,204.979684,1538.239707,False
79,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,6.417132666,127.460067,1155.782468,False
80,False,True,False,False,True,False,True,True,False,True,False,False,True,False,False,False,5.295927221,152.47417,1109.108163,True
81,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,True,71.106,167.4564,6152.279339,False
82,False,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,58.86292,212.6557,5445.472792,False
83,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,10.70349,184.9715,1196.094746,False
84,True,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,65.91841,142.5007,6277.33482,False
85,False,True,True,True,False,False,True,True,False,False,False,True,True,False,False,False,11.61284,197.4702,1839.162665,False
86,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,67.85943,187.6422,6140.576122,False
87,False,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,25.55038197,200.165175,2692.885423,True
88,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,9.112126,139.9979,1068.365286,True
89,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,61.76772,142.4827,5876.740785,False
90,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,61.74695,182.4653,5450.903985,False
91,False,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,68.95898,167.4564,5862.329668,False
92,True,True,True,True,False,True,True,True,False,False,True,False,True,False,False,True,67.56344,255.1198,6555.502175,False
93,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,62.18037,184.9647,5479.036356,False
94,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,64.11078,139.9512,5813.064092,False
95,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,6.364903,184.9634,1352.42705,True
96,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,6.531735637,149.99153,874.1933216,True
97,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,True,71.78213,159.9642,6339.798083,False
98,True,True,False,True,True,False,True,True,False,False,False,True,False,True,False,True,8.867984,197.4876,1089.367201,False
99,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,6.617173,159.983,916.275075,False
100,False,True,True,True,False,True,False,False,True,False,False,True,True,False,False,False,68.30856,184.9496,6572.634947,False
101,False,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,57.6618,222.6326,5960.117505,False
102,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,6.150351,172.4441,867.6145354,False
103,True,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,65.90788,184.9963,5831.190256,False
104,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,9.747138,245.132,1677.870071,True
105,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,6.695029374,152.510442,1251.289889,False
106,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,3.248169927,162.45383,991.7633623,True
107,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,55.09556,127.4586,4717.831195,False
108,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,36.19603,112.4551,3095.105954,False
109,False,True,True,False,True,False,True,True,False,True,False,False,True,False,False,False,1.52349,174.9882,1031.356925,True
110,False,True,True,False,True,False,False,False,True,False,False,True,False,True,False,True,68.13863,172.5104,5898.900513,False
111,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,10.94284,232.6415,1423.721197,True
112,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,7.677648117,175.133074,1166.469107,True
113,False,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,14.28406007,172.470522,1887.699697,False
114,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,9.05316,172.4733,1284.333326,False
115,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,9.74066,147.4421,1042.786672,False
116,False,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,7.073151031,245.146969,1489.301457,True
117,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,9.585621689,107.528648,1104.883551,False
118,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,50.77685,129.9915,4947.825183,False
119,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,37.86885,187.6094,4108.101249,False
120,False,False,False,True,True,False,True,True,False,True,False,False,False,False,True,True,40.35625,152.5022,3894.456441,False
121,False,True,False,False,True,True,True,False,True,False,False,True,False,False,True,True,3.811111,200.1652,892.372841,True
122,False,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,9.38329,235.1591,1542.3033,True
123,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,False,7.816831,182.4433,1479.383716,True
124,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,9.93773,159.965,1100.58554,False
125,False,True,False,True,True,True,True,False,True,True,False,False,True,False,False,True,52.27228,237.6549,5608.519136,False
126,True,True,True,False,False,True,True,True,False,True,False,False,False,True,False,False,6.649321,242.6326,1211.694229,True
127,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,7.494128,142.5156,938.8632527,False
128,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False,False,40.94814,225.132,4444.680517,True
129,False,True,False,True,True,False,True,True,False,False,True,False,False,True,False,True,3.905351198,197.48762,838.8374504,False
130,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,1.347728,139.965,767.0616095,False
131,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,True,17.13675,169.9447,1707.991573,False
132,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,23.44153546,127.481989,1997.134556,False
133,True,True,True,False,True,True,True,True,False,False,False,True,False,True,False,False,48.42652,252.6378,4463.168123,False
134,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,53.66326,197.484,5435.229637,False
135,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,60.92178,114.9509,5511.579607,False
136,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,46.0622,152.4579,4731.734078,False
137,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,False,69.81825,265.147,6556.237246,False
138,False,True,False,True,True,False,True,False,True,False,True,False,False,True,False,False,52.70133,194.9699,4707.7319,False
139,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,55.94357,147.4421,4719.805869,False
140,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,2.930277,242.6143,868.2420268,True
141,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,59.14016,137.4836,5508.347828,False
142,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,15.4459,182.4433,1983.907992,True
143,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,True,6.574699,149.9845,877.990892,False
144,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,12.47148,147.4421,1103.016586,False
145,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,70.53596,197.484,6770.012109,False
146,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,64.92481,124.9781,5469.698389,False
147,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,43.5663,142.4713,4254.251624,False
148,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,1.059865,130.0064,380.7812664,True
149,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,11.95255483,179.979358,1232.913132,False
150,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,5.364815,152.4907,786.0813559,True
151,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,64.44587,184.967,5642.295973,False
152,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False,6.358996,242.6143,954.1842126,True
153,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,1.177776,82.49655,320.9812888,False
154,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,49.26183,129.9483,4630.380688,False
155,False,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,10.92511005,142.499263,1696.540148,False
156,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,56.64692,157.4836,5092.941424,False
157,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,True,63.36271,187.6094,6078.982231,False
158,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,63.59872,117.472,5644.627475,False
159,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,14.87053577,137.469817,1737.873621,False
160,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,58.18133,190.1599,5334.978423,False
161,False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,True,9.767357,187.4974,1710.612591,False
162,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False,61.38844,265.1283,5803.879938,False
163,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False,8.574901206,184.949594,1442.974877,True
164,False,True,True,False,True,True,False,False,True,False,False,True,False,True,False,False,62.56329,182.4676,5510.00981,False
165,False,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,14.95975,195.0062,1646.32071,False
166,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,True,68.83185,179.9476,6070.017248,False
167,False,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False,64.38287,152.509,5932.680002,False
168,False,True,False,True,True,True,True,False,True,False,True,False,False,True,False,False,1.557206083,242.628057,724.6774743,True
169,True,True,True,False,True,True,False,False,True,False,False,True,False,True,False,True,1.025579,184.9853,570.4516207,True
170,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,9.121337,112.4551,770.7911152,False
171,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,58.90417,144.9607,4880.899279,False
172,False,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,12.42120946,207.475448,1886.153328,True
173,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,60.58684,127.4586,5409.545415,False
174,False,True,False,True,True,True,False,False,True,False,True,False,False,True,False,False,58.60767,172.4579,5350.192494,False
175,True,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,71.11027,175.1331,6510.690917,False
176,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,15.40849216,214.952509,1764.939141,False
177,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,True,7.017918254,164.988941,943.490788,False
178,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,44.57688,159.9476,4575.351511,False
179,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,43.10629,104.9923,3771.816061,False
180,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,False,70.63479,169.9671,6171.479592,False
181,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,54.91727,139.9678,4871.477155,False
182,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,43.00021,147.4421,3788.951502,False
183,False,True,False,False,True,True,True,False,True,True,False,False,False,True,False,False,3.079467822,220.132293,841.9396981,True
184,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,60.15262,112.4551,5092.44112,False
185,False,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,63.19406,235.1884,6003.720515,False
186,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,68.56426,172.4885,6463.371502,False
187,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,False,62.71718,242.6281,5772.05845,True
188,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,58.83809,242.6326,5425.51161,False
189,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,True,4.906579535,115.002061,708.2981607,False
190,False,True,False,False,False,True,True,False,True,False,True,False,False,False,True,False,71.37419,187.6422,6475.070027,False
191,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,False,62.98803,192.4705,5620.276365,False
192,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,12.90094,152.4555,1740.01586,False
193,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,8.979360083,200.132293,1784.759356,False
194,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,False,59.21526,207.4754,5663.575209,False
195,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,68.30662,159.9349,6101.654993,False
196,False,True,True,True,False,True,True,True,False,False,False,True,True,False,False,False,62.281,242.6106,6123.627846,False
197,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,68.32444,137.4684,5914.162068,False
198,True,True,True,True,True,True,True,True,False,False,True,False,False,True,False,False,41.3275,287.6427,4147.013836,False
199,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,45.03776,172.4733,4231.43285,False
200,False,True,True,False,True,False,False,False,True,True,False,False,False,True,False,False,68.61371,157.4836,5959.938845,False
201,True,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,64.5472,257.6549,6104.448181,False
202,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,48.61807,207.6094,4443.076355,False
203,False,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,12.77495667,207.609354,1612.238384,True
204,False,False,False,True,False,True,True,True,False,False,True,False,False,True,False,False,53.53017,230.1051,4958.500526,False
205,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,2.021619,149.9598,462.9626012,False
206,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,43.50607,230.1051,4023.11996,False
207,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False,18.75702,167.4564,1989.102456,False
208,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False,10.99952,220.1478,1794.594938,True
209,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,7.217041327,127.458638,850.5053759,True
210,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,14.41890198,92.455141,1971.551928,False
211,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,45.62467,159.9512,4116.511731,False
212,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,43.91274,192.4705,3938.300864,False
213,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,58.83979,149.9598,5140.746874,False
214,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,False,65.9436,182.4762,5787.413462,False
215,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,False,40.7843,172.4567,4050.379301,True
216,True,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,6.06866,167.4564,573.5316869,False
217,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,15.31997698,220.114868,2181.752793,True
218,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,71.31402,190.1737,6619.007955,False
219,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,70.19733,162.4676,6554.853473,False
220,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,62.59338,177.4945,5942.048606,False
221,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,3.997019354,104.962874,632.0815033,False
222,False,True,True,False,False,False,True,True,False,True,False,False,True,False,False,True,11.21881,159.9476,1589.460591,True
223,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,59.33067,169.9741,5260.956377,False
224,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,51.83337,137.4872,4543.82768,False
225,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,12.70321,194.9581,1593.998248,False
226,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,7.458443,214.9525,931.3751448,True
227,False,True,True,False,True,False,True,True,False,True,False,False,False,False,True,False,5.770390256,162.511928,870.76398,True
228,False,True,False,True,True,True,True,False,True,False,False,True,False,True,False,False,24.39432985,245.145743,2895.881802,True
229,True,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,59.28535,182.4653,5378.117418,False
230,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,7.610924,149.9915,775.1851628,False
231,False,True,False,True,False,True,True,False,True,False,True,False,False,True,False,False,69.34472,245.132,6414.954544,False
232,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,68.53091,112.4844,5989.870888,False
233,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,1.407866545,107.495766,864.7036995,True
234,False,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,54.03406,127.4738,5135.275111,False
235,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,11.61194,230.1344,1648.220152,True
236,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,7.757685471,222.628057,1772.090821,True
237,False,True,True,True,False,False,True,True,False,False,True,False,False,True,False,True,71.6524,214.9525,6309.319991,False
238,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,68.83881,159.9349,5913.927772,False
239,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,11.44196811,124.97808,986.7489919,False
240,True,True,False,False,False,True,True,False,True,True,False,False,False,True,False,False,1.366478,210.127,634.6246024,True
241,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,66.76266,162.497,6199.518144,False
242,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,66.3883,172.4624,5753.311311,False
243,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,55.62195,127.4887,4957.154591,False
244,False,True,True,True,False,True,False,True,False,True,False,False,True,False,False,False,70.71967,172.4404,6512.990012,False
245,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False,False,57.56205,169.9928,4953.477077,False
246,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,5.213752,147.4601,567.5523212,False
247,False,True,True,False,True,False,True,False,True,True,False,False,False,True,False,True,5.679237,204.9797,895.0975786,True
248,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,53.83688,107.4806,4633.252261,False
249,False,True,True,False,False,True,True,False,True,True,False,False,True,False,False,False,56.16716,220.1149,5628.746728,True
250,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,71.4569,169.9378,6112.430745,False
251,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,61.18471,117.4686,5716.521753,False
252,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,5.173292,232.6378,1366.649837,True
253,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,9.063713,92.5018,1031.540479,False
254,False,True,False,True,False,True,True,False,True,True,False,False,True,False,False,True,9.556572,212.6228,1872.755243,True
255,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,8.249941923,112.484375,859.8649518,False
256,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,58.73351,149.9378,5625.88893,False
257,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,10.5309984,159.983006,990.747598,False
258,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,60.44201,172.4567,5735.541215,False
259,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,14.21143,139.9349,1813.71251,False
260,True,True,False,False,False,True,True,True,False,False,True,False,True,False,False,True,12.51401968,187.609354,1848.378413,True
261,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,60.36546,142.4713,5799.053123,False
262,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,68.69674,179.9476,6054.623559,False
263,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,7.283366,139.9512,1185.85182,True
264,False,True,True,False,True,True,True,False,True,False,False,True,False,True,False,False,70.70213,255.1555,6611.742363,False
265,True,True,True,False,True,False,False,True,False,True,False,False,False,True,False,True,3.767302,169.9928,517.420314,False
266,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,False,5.261212465,212.655686,1101.650764,True
