,Tenure,MonthlyCharge,Churn,OnlineSecurity,OnlineBackup,StreamingTV,StreamingMovies,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Bandwidth_GB_Year
127,43.51717,147.4421,False,False,False,False,True,False,False,True,False,3812.770109
128,66.80646,114.9509,False,False,True,False,False,False,True,False,False,6174.314028
129,61.46682,92.5018,False,False,False,False,False,False,False,False,True,5244.329034
130,6.739405,245.175,False,True,True,True,True,True,False,False,True,1344.476361
131,51.19372,94.97283,False,True,False,False,False,False,True,False,False,4734.546819
132,2.763224,197.4725,True,False,True,True,False,True,True,False,False,1151.98874
133,49.19446,127.525,False,True,False,False,False,False,False,False,True,4355.447904
134,11.21716,159.9794,False,False,True,False,False,True,True,False,False,1528.092146
135,9.637159,202.6829,True,True,False,True,True,True,False,False,True,1639.666431
136,3.784962992,200.132293,True,False,False,True,True,True,True,False,False,1341.595521
137,5.705638,159.9875,False,True,False,False,False,False,False,True,False,602.0049206
138,16.57839,124.9607,True,False,False,False,False,False,True,False,False,1771.850524
139,64.67959,242.6573,False,False,True,True,True,True,False,False,True,5994.368564
140,61.85574,204.9496,False,False,True,True,False,False,False,True,False,5511.102916
141,5.506063,192.4705,False,False,False,False,True,True,False,True,False,860.1917234
142,48.15455,164.9889,False,True,False,True,False,False,False,True,False,4368.424816
143,41.60875,220.1615,True,False,False,True,True,True,False,False,True,4086.565
144,70.61283,149.9483,False,False,False,True,False,True,False,True,False,6127.671061
145,4.762508,104.9629,False,False,False,True,False,False,False,False,True,732.1459678
146,70.66353,230.1051,False,False,True,True,True,False,False,True,False,6316.470196
147,61.49459,129.995,False,False,False,True,False,True,False,False,True,5265.014414
148,5.638782,184.9853,False,True,False,True,False,False,False,True,False,932.7790894
149,21.1307851,137.487242,False,False,False,False,False,False,False,True,False,1807.178649
150,7.604093453,162.482694,False,True,False,False,True,True,False,True,False,844.8711719
151,10.40415,127.5067,False,False,True,False,False,False,False,False,True,1277.028074
152,8.634921784,207.49737,False,True,False,False,True,True,False,True,False,1270.22182
153,5.970269701,169.944668,False,False,False,True,False,False,False,True,False,966.6292325
154,44.75964,127.4601,False,False,True,False,False,True,True,False,False,4170.169733
155,46.84079,172.4733,False,False,True,True,False,False,False,False,True,4183.300117
156,57.44027,245.1612,True,True,True,True,True,False,False,False,True,5385.186807
157,70.54256,169.9447,False,False,False,True,False,False,False,True,False,6042.727068
158,66.08159,235.1417,True,True,False,True,True,False,True,False,False,6457.917933
159,51.39351,162.5007,False,True,True,False,False,False,False,True,False,4668.189279
160,56.37162,174.9755,False,True,True,True,False,False,False,True,False,5075.816829
161,5.78844751,117.468591,False,True,True,False,False,True,True,False,False,962.0380085
162,64.26003,202.4433,False,False,True,False,True,False,False,True,False,5732.940723
163,4.439685675,214.952509,False,False,True,False,True,False,False,True,False,750.8768234
164,64.17582,159.9642,False,False,True,True,False,True,False,False,True,5623.598666
165,69.03568,182.4608,False,False,True,False,True,False,False,True,False,6105.932857
166,2.002856,222.65,True,True,False,True,True,False,False,True,False,729.4156023
167,4.899337,162.4538,False,False,False,True,False,True,True,False,False,1125.779521
168,13.19063,162.4833,False,True,True,False,False,False,True,False,False,2119.656047
169,14.40435,137.4836,True,False,False,False,False,False,True,False,False,2060.606368
170,63.15946,149.9776,False,False,False,True,False,False,False,False,True,5417.867266
171,12.03278,169.9741,False,True,True,False,False,True,False,True,False,1279.680473
172,29.70527547,164.967019,True,False,True,True,False,False,True,False,False,3293.015758
173,7.957264,242.6435,True,False,True,True,True,False,False,False,True,1194.31166
174,71.58111,147.4893,False,False,True,False,False,False,False,False,True,6001.860392
175,70.30403,147.4421,False,False,False,False,True,False,False,True,False,6069.194377
176,3.820262172,287.642733,True,False,True,True,True,False,False,True,False,1115.476658
177,64.28134,210.127,False,True,False,True,True,False,False,True,False,5975.890408
178,66.4055,235.1555,False,True,False,True,True,False,True,False,False,6631.578565
179,71.82846,174.9618,False,True,True,True,False,False,False,True,False,6399.072403
180,63.71108,242.6326,False,True,False,True,True,False,False,True,False,5788.852546
181,68.80222,232.652,False,True,True,True,True,False,False,False,True,6416.029238
182,14.87120712,152.44408,True,False,True,True,False,False,True,False,False,2021.782055
183,45.84265,102.4746,False,False,True,False,False,False,False,False,True,3971.685185
184,60.45443,172.4579,False,False,True,True,False,False,False,True,False,5453.05668
185,64.61766,227.4754,False,False,True,False,True,False,False,True,False,5693.466496
186,62.23897,139.9512,False,False,False,False,True,False,True,False,False,5806.10196
187,44.25204,182.4608,False,False,True,False,True,False,False,True,False,3965.422778
188,45.96907,124.9935,False,False,False,False,False,False,False,False,True,4043.335333
189,62.58644,182.4538,False,False,False,True,False,False,False,True,False,5372.192462
190,68.32444,137.4684,False,False,False,True,False,True,False,False,True,5914.162068
191,52.64455,139.9568,False,True,False,True,False,True,False,True,False,4571.4966
192,60.11333,235.1417,False,True,False,True,True,True,True,False,False,5887.65047
193,66.46085,95.00571,False,True,False,False,False,False,False,False,True,5564.666753
194,1.846161288,79.978861,False,False,False,False,False,True,False,False,True,333.3304389
195,11.85169,162.4526,False,True,True,True,False,False,False,True,False,1455.55459
196,58.51928,164.9647,False,True,True,False,True,False,True,False,False,5868.506672
197,57.7475,179.9476,False,False,False,False,True,False,False,True,False,5097.174241
198,14.02310297,204.961033,False,True,True,False,True,False,False,True,False,1669.613093
199,52.56232,175.1331,False,False,False,True,True,False,False,False,True,4696.683851
200,8.850426839,119.95684,False,True,False,True,False,True,True,False,False,1456.887443
201,60.22359,210.1518,False,False,True,True,True,False,False,False,True,5637.867429
202,57.24323,139.9349,False,False,True,True,False,False,True,False,False,5607.361744
203,11.36757,210.1051,False,False,True,True,True,True,True,False,False,1915.881708
204,12.96208301,129.99153,True,True,True,False,False,False,True,False,False,1848.639719
205,63.28097,114.9728,False,True,False,False,False,False,False,True,False,5414.545503
206,63.59084,184.9634,False,False,True,True,False,False,True,False,False,6171.94132
207,61.91109,215.1591,False,True,False,True,True,False,True,False,False,6092.04938
208,3.83138,162.5007,False,True,True,False,False,False,False,True,False,538.9921729
209,14.45396,117.4835,False,True,False,False,True,False,False,False,True,1684.339812
210,58.12044,240.1149,False,False,False,True,True,False,False,True,False,5292.78252
211,69.27282,210.1051,False,False,True,True,True,True,True,False,False,6708.539556
212,13.85488928,222.628057,True,False,True,True,True,False,True,False,False,2138.107161
213,70.97645,112.4551,False,False,False,False,False,True,False,True,False,5781.732
214,69.39129,114.9658,False,False,False,False,True,False,False,False,True,5932.111783
215,65.19899,129.9926,False,True,False,False,True,False,False,False,True,5640.220209
216,44.72241,175.0062,False,True,True,False,False,False,True,False,False,4382.473953
217,10.98841039,169.967067,True,False,True,False,True,False,False,False,True,1267.471074
218,13.09678,139.9816,False,False,True,True,False,False,False,False,True,1596.175795
219,2.447649309,149.97755,False,False,False,True,False,True,False,False,True,660.0908173
220,3.443373,137.4392,False,False,False,True,False,False,False,True,False,441.303964
221,4.06047424,210.156274,True,True,False,True,True,False,False,False,True,1173.76564
222,40.76616,184.9963,False,False,True,True,False,False,False,False,True,3832.149233
223,3.817742,152.466,False,True,False,True,False,True,False,True,False,506.3292263
224,51.58472,149.9598,False,True,False,False,True,False,False,True,False,4489.267692
225,6.816014,257.6375,True,True,True,True,True,True,True,False,False,1799.882577
226,15.51194,222.65,True,True,False,True,True,False,False,True,False,2196.073405
227,61.96895,204.9496,False,False,True,True,False,False,False,True,False,5474.602288
228,4.672608309,129.959755,True,True,False,False,True,False,True,False,False,1093.673208
229,64.85756,162.4608,False,False,True,False,True,False,True,False,False,6135.9085
230,68.93162,164.967,False,False,True,True,False,False,True,False,False,6623.719418
231,3.985217,149.9915,False,True,True,False,False,False,False,True,False,583.5711218
232,47.60481,275.1336,True,False,True,True,True,False,False,True,False,4546.718887
233,7.733033,149.9483,True,False,False,True,False,False,False,True,False,1099.299416
234,54.41951,149.9621,False,False,False,True,False,True,False,True,False,4950.374878
235,65.52,192.4885,False,False,True,False,False,False,False,True,False,5714.467771
236,41.93978,245.1457,False,True,True,True,True,True,False,True,False,4138.249014
237,61.32712,142.4855,False,True,True,True,False,False,False,False,True,5431.697734
238,58.20259,160.0122,False,False,True,False,False,False,False,False,True,5218.302234
239,8.573785357,220.132293,True,False,False,True,True,False,False,True,False,1218.124487
240,8.980916,222.6326,True,True,False,True,True,False,True,False,False,1931.414865
241,7.458099,172.4871,False,False,True,True,False,False,False,False,True,1065.848768
242,7.218929,217.4725,True,False,True,True,False,False,False,True,False,1144.50246
243,4.116596,157.4836,True,False,False,False,False,False,False,True,False,600.3283664
244,14.53027663,220.118516,False,False,False,True,True,False,False,True,False,1637.201426
245,67.87033,182.4608,False,False,True,False,True,False,False,True,False,5964.398265
246,28.93788212,124.97808,False,False,False,False,False,False,False,True,False,2580.979643
247,21.52164,159.9349,False,False,True,True,False,True,False,True,False,2150.01852
248,71.4064,202.4433,False,False,True,False,True,True,False,True,False,6400.696695
249,14.93006551,107.48056,True,True,False,True,False,False,False,False,True,1727.703167
250,2.258878,174.9919,True,True,False,False,True,False,False,True,False,755.0711809
251,8.044444101,149.959755,True,True,False,False,True,False,False,True,False,1112.937102
252,56.42112,222.6326,False,True,False,True,True,False,True,False,False,5693.54601
253,3.27379,137.4836,False,False,False,False,False,False,True,False,False,891.754556
254,5.602813,139.9568,False,True,False,True,False,False,False,True,False,756.3419475
255,57.0815,164.9785,False,True,True,False,True,False,True,False,False,5545.726878
256,11.739,225.1457,True,True,True,True,True,False,True,False,False,2212.982101
257,14.89363,107.5286,False,True,False,False,False,False,False,False,True,1520.458929
258,13.36539,182.4433,False,False,True,False,True,False,True,False,False,1968.083882
259,64.11367,200.1465,False,True,True,True,True,False,False,False,True,5760.636041
260,65.09085,127.525,False,True,False,False,False,True,False,False,True,5506.82644
261,56.75264,147.4738,False,False,True,False,False,True,False,True,False,4835.295615
262,57.49365,142.4713,False,False,False,True,False,False,True,False,False,5473.390798
263,69.62423,174.9581,False,True,True,True,False,False,True,False,False,6689.748754
264,47.94402,124.9607,False,False,False,False,False,False,True,False,False,4427.447401
265,6.542299,127.475,False,False,False,False,True,False,False,False,True,785.7678294
266,69.46066,127.482,False,True,False,False,False,False,False,True,False,6002.2228
267,70.22928,197.484,False,True,True,False,True,False,True,False,False,6865.467972
268,67.72471,117.4686,False,True,True,False,False,False,True,False,False,6168.427344
269,64.56659,149.9707,False,False,True,False,True,True,False,False,True,5682.278193
270,4.661936,127.4421,False,False,False,False,True,True,True,False,False,946.0176525
271,67.19921,207.4974,False,True,False,False,True,True,False,True,False,5806.242503
272,18.46162568,152.479779,False,True,False,True,False,True,False,True,False,2192.693797
273,71.19605,182.447,False,False,True,False,True,False,False,True,False,6126.890285
274,71.1184,207.6094,False,False,False,True,True,True,False,True,False,6377.657916
275,5.540815,194.9663,True,False,True,False,True,False,True,False,False,1201.716157
276,11.69875604,147.473844,False,False,True,False,False,False,False,True,False,1189.578203
277,10.57654,162.4676,False,False,False,True,False,True,True,False,False,1792.965757
278,14.46288204,222.660939,True,False,True,True,True,False,False,False,True,1806.135733
279,70.48211,179.9656,False,False,True,False,False,False,False,True,False,6153.937297
280,2.443144,232.6228,True,True,True,True,True,True,False,True,False,879.1284854
281,18.2103,207.6386,True,False,False,True,True,False,False,False,True,2150.497966
282,68.14379,127.4738,False,False,True,False,False,False,True,False,False,6167.764392
283,4.731685,179.9794,True,False,True,False,False,False,False,True,False,627.8159819
284,41.71275,184.9797,True,False,False,False,True,False,True,False,False,4115.795378
285,46.43864,94.97283,False,True,False,False,False,False,True,False,False,4395.875018
286,22.25056,182.4608,True,False,True,False,True,False,False,True,False,2162.669491
287,59.71984,149.9707,False,False,True,False,True,True,False,False,True,5322.807337
288,36.88134,232.6378,True,False,False,True,True,False,True,False,False,4180.404092
289,60.03811,174.9768,False,False,False,True,False,True,True,False,False,6004.110633
290,53.80104,144.9607,False,False,False,False,False,True,False,True,False,4643.404934
291,24.84802,197.4945,True,True,False,True,False,False,False,True,False,2499.22788
292,2.180613468,184.985293,False,True,False,True,False,False,False,True,False,656.1054778
293,61.73523,217.484,False,True,True,False,True,False,False,True,False,5595.740821
294,2.649474,184.9634,True,False,True,True,False,False,True,False,False,1164.574248
295,7.772523197,159.965008,False,False,False,False,True,False,False,True,False,884.3816817
296,65.71379,162.4676,False,False,False,True,False,True,True,False,False,6124.759369
297,58.62812,162.4526,False,True,True,True,False,False,False,True,False,5411.328838
298,61.46188,137.4836,False,False,False,False,False,False,True,False,False,5760.474223
299,71.10143,222.6362,False,True,False,True,True,False,False,True,False,6687.67953
300,57.4079,210.1051,False,False,True,True,True,False,True,False,False,5754.451842
301,55.87684,139.9792,False,True,True,False,True,False,False,False,True,5065.133843
302,66.03306,232.624,False,False,False,True,True,False,True,False,False,6578.562564
303,4.008932,204.9634,True,False,True,True,False,False,False,True,False,880.3136958
304,50.87987,184.9496,False,False,True,True,False,True,True,False,False,5014.268899
305,61.18595,169.9671,False,False,True,False,True,True,False,False,True,5319.532385
306,49.37752,175.1331,False,False,False,True,True,False,False,False,True,4554.912177
307,27.98865,104.9643,False,False,False,False,False,False,True,False,False,2679.775265
308,8.802664,142.4689,False,True,False,False,True,False,True,False,False,1697.797856
309,41.09672,172.4742,False,False,False,False,True,False,False,True,False,3741.804448
310,9.345696,202.6829,True,True,False,True,True,True,False,False,True,1711.417233
311,69.13848,265.1283,True,True,True,True,True,False,False,True,False,6425.062719
312,12.91213895,112.455141,False,False,False,False,False,False,False,True,False,1447.711265
313,63.28819,197.4876,False,True,True,False,True,False,False,True,False,5570.11497
314,60.7425,157.4836,False,False,False,False,False,True,False,True,False,5241.582205
315,68.78508,139.9349,False,False,True,True,False,True,True,False,False,6285.801266
316,62.32519,174.9919,False,True,False,False,True,False,False,True,False,5555.86987
317,8.547698,179.9794,False,False,True,False,False,True,False,True,False,1066.677081
318,12.9765,149.9598,False,True,False,False,True,True,False,True,False,1178.979911
319,65.91489,242.6573,False,False,True,True,True,False,False,False,True,6020.902258
320,53.17302,79.97886,False,False,False,False,False,False,False,False,True,4345.907298
321,61.12405,192.4567,False,False,False,False,True,False,False,True,False,5451.33929
322,9.676963031,204.961033,False,True,True,False,True,True,False,True,False,1340.685724
323,11.70988,142.4713,False,False,False,True,False,False,True,False,False,1569.873827
324,68.72852,139.9512,False,False,False,False,True,False,True,False,False,6204.546376
325,9.738632,142.4713,False,False,False,True,False,False,True,False,False,1621.89345
326,7.918255804,169.967067,False,False,True,False,True,False,False,False,True,944.331401
327,1.304537,159.9476,True,False,False,False,True,True,True,False,False,820.0487803
328,10.00949,139.9816,False,False,True,True,False,False,False,False,True,1236.291583
329,65.25844,127.475,False,False,False,False,True,False,False,False,True,5644.976125
330,42.64646,150.0208,False,True,True,False,False,False,False,False,True,4095.787596
331,56.03541,149.9915,False,True,True,False,False,True,False,True,False,4869.168543
332,57.37651,149.9707,False,False,True,False,True,False,False,False,True,5220.600311
333,2.945436,265.1283,True,True,True,True,True,False,False,True,False,922.2317794
334,60.30933,92.45514,False,False,False,False,False,False,True,False,False,5368.683525
335,19.9897,200.1185,True,False,False,True,True,False,True,False,False,2705.01162
336,57.72932,210.138,False,False,True,True,True,False,False,False,True,5272.104771
337,71.37419,187.6422,False,False,False,True,True,False,False,False,True,6475.070027
338,13.79595,187.6094,True,False,False,True,True,True,True,False,False,2034.534213
339,5.150963,165.0182,True,True,False,True,False,False,False,False,True,822.9997439
340,55.98127,159.965,False,False,False,False,True,False,False,True,False,4894.242924
341,60.97619,210.127,False,True,False,True,True,False,False,True,False,5659.896946
342,61.00345,184.967,False,False,True,True,False,True,False,True,False,5491.9286
343,13.55218661,242.628057,False,False,True,True,True,False,False,True,False,1779.049529
344,12.65954,187.6094,True,False,False,True,True,False,True,False,False,1892.964163
345,59.99095,147.4421,False,False,False,False,True,False,False,True,False,5407.188993
346,61.22216,117.4835,False,True,False,False,True,False,False,False,True,5365.288201
347,64.98806,162.4653,False,True,False,False,True,True,True,False,False,6205.696339
348,66.45525,174.9581,False,True,True,True,False,True,True,False,False,6311.188879
349,48.9954,230.1051,False,False,True,True,True,False,False,True,False,4940.002327
350,16.77025,147.4564,False,False,True,False,False,False,True,False,False,2045.813243
351,15.16346403,139.986074,False,True,False,True,False,False,False,False,True,1765.167048
352,57.85206,169.9447,False,False,False,True,False,False,False,True,False,5040.96101
353,60.32779,137.4872,False,False,False,False,False,True,False,True,False,5036.334729
354,67.24986,144.9607,False,False,False,False,False,False,False,True,False,5811.49739
355,14.96135055,190.173699,False,True,False,True,True,False,False,False,True,1942.452213
356,13.90887,104.9781,False,False,False,False,False,False,True,False,False,1738.801627
357,57.13921,134.9801,False,False,True,False,False,False,False,False,True,5004.36005
358,17.31427,147.4713,False,False,False,False,True,False,False,False,True,1735.70733
359,10.40566091,222.649979,True,True,False,True,True,False,False,True,False,1506.446527
360,4.73307,149.9915,False,True,True,False,False,False,False,True,False,820.2134061
361,60.28236,147.4738,False,False,True,False,False,False,False,True,False,5246.867359
362,27.4563,162.447,False,False,True,False,True,False,True,False,False,2859.041314
363,2.256763731,152.47417,True,False,False,False,True,False,True,False,False,1043.284658
364,22.34478,194.9744,False,True,False,False,True,False,False,True,False,2231.25397
365,21.16641251,182.460772,True,False,True,False,True,False,False,True,False,2115.906589
366,50.98192,169.9378,False,False,True,False,True,False,False,True,False,4477.609834
367,44.92225,210.1518,False,False,True,True,True,False,False,False,True,4291.029972
368,59.51347,214.9663,False,False,True,False,True,False,False,True,False,5184.395666
369,67.99357,159.9476,False,False,False,False,True,False,True,False,False,6327.983433
370,15.82334026,190.12704,True,True,False,True,True,True,True,False,False,2123.334993
371,43.63637,104.9781,False,False,False,False,False,False,True,False,False,4162.046301
372,9.470798,242.6326,True,True,False,True,True,False,False,True,False,1398.131991
373,20.07541432,147.473844,False,False,True,False,False,False,False,True,False,1788.145063
374,5.505247606,245.174977,True,True,True,True,True,True,False,False,True,1339.709597
375,14.34892,255.1555,True,True,False,True,True,False,False,True,False,1874.421389
376,6.736871,222.6281,True,False,True,True,True,False,True,False,False,1746.862212
377,5.448172,225.132,True,True,True,True,True,False,True,False,False,1540.445045
378,9.378558244,192.440432,False,False,True,True,False,False,False,True,False,1150.450972
379,64.30983,182.4433,False,False,True,False,True,False,True,False,False,6031.932533
380,10.55294,169.9741,False,True,True,False,False,True,False,True,False,1119.402193
381,63.19406,235.1884,False,True,False,True,True,True,False,False,True,6003.720515
