,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
213,345,1165,417,239,22,113,17,92,8,392,114,0,0,0,0,0,0
214,11,145,730,260,202,96,1,333,456,457,731,732,733,334,329,0,0
215,84,638,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,35,479,75,30,920,921,465,466,117,922,15,0,0,0,0,0,0
217,247,611,80,157,113,0,0,0,0,0,0,0,0,0,0,0,0
218,338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,391,526,11,530,0,0,0,0,0,0,0,0,0,0,0,0,0
220,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,76,131,123,1,71,0,0,0,0,0,0,0,0,0,0,0,0
222,49,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,4,809,810,504,89,0,0,0,0,0,0,0,0,0,0,0,0
224,1441,651,1442,393,655,142,576,205,0,0,0,0,0,0,0,0,0
225,336,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,11,870,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0
227,750,751,70,190,1,0,0,0,0,0,0,0,0,0,0,0,0
228,778,149,358,779,0,0,0,0,0,0,0,0,0,0,0,0,0
229,98,318,1514,5,1,0,0,0,0,0,0,0,0,0,0,0,0
230,110,88,9,170,160,556,1452,1453,171,1454,0,0,0,0,0,0,0
231,37,494,323,365,323,0,0,0,0,0,0,0,0,0,0,0,0
232,67,76,181,43,555,104,112,31,0,0,0,0,0,0,0,0,0
233,114,932,28,550,551,0,0,0,0,0,0,0,0,0,0,0,0
234,41,1206,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,16,105,136,478,0,0,0,0,0,0,0,0,0,0,0,0,0
238,2,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,253,26,7,791,496,792,0,0,0,0,0,0,0,0,0,0,0
240,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,18,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,418,99,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0
243,50,693,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0
244,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,53,110,424,19,8,3,56,0,0,0,0,0,0,0,0,0,0
247,129,866,10,527,29,120,492,0,0,0,0,0,0,0,0,0,0
248,1315,89,54,87,267,237,11,28,7,43,439,0,0,0,0,0,0
249,390,35,4,12,958,93,959,960,105,0,0,0,0,0,0,0,0
250,410,1,283,1067,1068,80,1069,0,0,0,0,0,0,0,0,0,0
251,118,153,112,31,0,0,0,0,0,0,0,0,0,0,0,0,0
252,1491,1492,1493,632,128,194,1494,16,75,1495,236,647,170,0,0,0,0
253,610,43,83,1159,464,0,0,0,0,0,0,0,0,0,0,0,0
254,244,374,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,1420,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,139,1,19,100,46,940,1,63,2,941,942,0,0,0,0,0,0
257,269,14,44,451,0,0,0,0,0,0,0,0,0,0,0,0,0
258,87,38,542,68,0,0,0,0,0,0,0,0,0,0,0,0,0
259,978,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,2,149,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,348,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,46,110,973,974,975,976,351,106,0,0,0,0,0,0,0,0,0
263,933,55,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,46,139,1,724,3,725,329,63,4,2,0,0,0,0,0,0,0
265,5,15,21,187,0,0,0,0,0,0,0,0,0,0,0,0,0
266,507,32,508,25,2,0,0,0,0,0,0,0,0,0,0,0,0
267,1,270,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1041,1042,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
269,18,156,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,64,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,60,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,393,13,14,291,583,1055,0,0,0,0,0,0,0,0,0,0,0
274,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,369,221,4,73,44,179,633,1256,444,309,1257,220,63,1258,65,210,0
276,314,992,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,1376,162,14,20,214,484,27,44,1377,85,1378,0,0,0,0,0,0
278,6,212,887,888,539,3,889,540,225,0,0,0,0,0,0,0,0
279,20,311,133,648,29,20,428,0,0,0,0,0,0,0,0,0,0
280,40,377,3,1429,5,298,394,1,177,504,190,0,0,0,0,0,0
281,33,8,800,801,111,0,0,0,0,0,0,0,0,0,0,0,0
282,1290,330,9,284,1291,0,0,0,0,0,0,0,0,0,0,0,0
283,420,332,1208,282,1209,22,1210,0,0,0,0,0,0,0,0,0,0
284,1,652,664,2,664,211,1,3,358,1487,1488,586,1489,308,0,0,0
285,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,538,263,1310,191,9,1311,180,177,0,0,0,0,0,0,0,0,0
287,81,404,1292,1293,53,1294,13,0,0,0,0,0,0,0,0,0,0
288,68,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,242,428,27,429,429,429,10,100,148,361,0,0,0,0,0,0,0
290,972,497,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,402,999,35,1000,1001,173,403,16,1,0,0,0,0,0,0,0,0
292,17,437,59,37,120,38,12,0,0,0,0,0,0,0,0,0,0
293,3,101,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0
294,15,541,76,235,16,333,175,326,535,0,0,0,0,0,0,0,0
295,17,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,109,48,14,16,84,52,962,0,0,0,0,0,0,0,0,0,0
297,360,76,236,246,0,0,0,0,0,0,0,0,0,0,0,0,0
298,2,17,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0
299,567,84,10,997,998,118,0,0,0,0,0,0,0,0,0,0,0
300,17,23,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,2,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,68,16,38,18,218,0,0,0,0,0,0,0,0,0,0,0,0
303,17,23,573,108,1028,461,4,542,574,405,91,575,0,0,0,0,0
304,2,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1,77,51,228,1401,617,426,85,391,221,0,0,0,0,0,0,0
306,207,251,926,24,927,66,1,928,547,0,0,0,0,0,0,0,0
307,10,84,93,118,598,8,0,0,0,0,0,0,0,0,0,0,0
308,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,25,297,288,79,11,16,227,523,5,0,0,0,0,0,0,0,0
310,30,273,180,161,239,360,508,0,0,0,0,0,0,0,0,0,0
311,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,2,119,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,183,212,109,14,109,74,1303,46,636,148,332,0,0,0,0,0,0
314,85,42,241,235,15,0,0,0,0,0,0,0,0,0,0,0,0
315,237,1009,1,1010,25,47,300,1011,234,168,568,0,0,0,0,0,0
316,1502,245,1,46,166,230,654,61,0,0,0,0,0,0,0,0,0
317,1031,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,50,495,53,27,45,7,30,42,57,62,1403,107,0,0,0,0,0
319,3,278,127,548,44,26,0,0,0,0,0,0,0,0,0,0,0
320,49,107,12,386,224,881,86,15,0,0,0,0,0,0,0,0,0
321,6,3,21,4,42,104,11,743,3,469,0,0,0,0,0,0,0
322,49,33,222,5,9,72,0,0,0,0,0,0,0,0,0,0,0
323,247,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,529,18,867,11,279,381,868,0,0,0,0,0,0,0,0,0,0
325,15,3,174,311,1215,176,265,1216,389,13,0,0,0,0,0,0,0
326,107,741,103,12,0,0,0,0,0,0,0,0,0,0,0,0,0
327,129,129,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,506,812,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,96,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1496,1497,1498,1499,0,0,0,0,0,0,0,0,0,0,0,0,0
331,280,42,526,380,70,0,0,0,0,0,0,0,0,0,0,0,0
332,9,89,12,373,191,180,1,51,293,0,0,0,0,0,0,0,0
333,126,46,777,357,54,0,0,0,0,0,0,0,0,0,0,0,0
334,847,848,74,221,1,378,5,0,0,0,0,0,0,0,0,0,0
335,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,222,248,278,858,169,489,1,859,522,52,10,8,523,0,0,0,0
337,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,520,51,16,38,2,0,0,0,0,0,0,0,0,0,0,0,0
339,83,547,44,529,46,176,1482,1483,0,0,0,0,0,0,0,0,0
340,12,593,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,1439,16,177,9,570,0,0,0,0,0,0,0,0,0,0,0,0
342,41,740,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,1520,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,12,62,48,634,1,16,468,1269,232,193,0,0,0,0,0,0,0
345,30,18,882,212,537,883,0,0,0,0,0,0,0,0,0,0,0
346,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,110,364,55,18,150,493,0,0,0,0,0,0,0,0,0,0
348,9,21,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3,101,159,191,9,434,9,0,0,0,0,0,0,0,0,0,0
350,1,103,55,18,3,36,0,0,0,0,0,0,0,0,0,0,0
351,820,1,512,65,0,0,0,0,0,0,0,0,0,0,0,0,0
352,101,17,23,37,184,0,0,0,0,0,0,0,0,0,0,0,0
353,136,443,709,20,1,444,19,40,137,1,9,72,710,0,0,0,0
354,46,737,461,738,462,336,739,463,464,0,0,0,0,0,0,0,0
355,253,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,251,1263,184,1264,67,1265,1266,81,0,0,0,0,0,0,0,0,0
357,11,4,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,1,744,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,64,30,132,145,0,0,0,0,0,0,0,0,0,0,0,0,0
360,1172,1,117,1173,0,0,0,0,0,0,0,0,0,0,0,0,0
361,49,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,11,4,3,163,79,0,0,0,0,0,0,0,0,0,0,0,0
363,952,509,2,953,109,954,0,0,0,0,0,0,0,0,0,0,0
364,351,21,74,5,51,0,0,0,0,0,0,0,0,0,0,0,0
365,34,278,14,11,7,1476,189,66,0,0,0,0,0,0,0,0,0
366,81,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,21,1462,536,7,0,0,0,0,0,0,0,0,0,0,0,0,0
368,160,66,1,337,549,83,229,0,0,0,0,0,0,0,0,0,0
369,151,634,3,73,1418,1419,38,0,0,0,0,0,0,0,0,0,0
370,594,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,111,1368,4,3,1369,1370,413,113,343,37,0,0,0,0,0,0,0
372,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,114,51,1504,192,20,1505,1506,1507,90,135,168,1508,194,29,0,0,0
374,127,490,903,904,21,0,0,0,0,0,0,0,0,0,0,0,0
375,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,33,165,22,4,2,0,0,0,0,0,0,0,0,0,0,0,0
377,162,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,2,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,356,135,1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,71,265,1374,1375,180,1,14,0,0,0,0,0,0,0,0,0,0
